Issue Type,Summary,Issue key,Issue id,Status,Priority,Resolution,Created,Resolved,Custom field (Actual Start  Time),Custom field (Actual End Time),Custom field (End Time),Custom field (Start Time),Custom field (Customer),Custom field (Deployment Success),Customer Request Type,Assignee,Labels,Labels,Labels
Incident,Minor Incident - Shipping Module - OMIE - SM heartbeats lost,SMXBID-1948,97091,Closed,Minor,Not a Bug,18/Jun/20 15:54,16/Jul/20 09:21,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,JIRA access issue,SMXBID-1947,97085,Closed,Minor,Not a Bug,18/Jun/20 14:36,19/Jun/20 10:26,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Create JIRA/IMT account,SMXBID-1946,97026,Resolved,Minor,Done,17/Jun/20 11:20,17/Jun/20 11:59,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Blocked passwords for user ESOADM01 for SM,SMXBID-1945,97018,Resolved,Minor,Done,17/Jun/20 10:43,17/Jun/20 11:42,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM, Litgrid",SMXBID-1944,97015,Resolved,Trivial,Done,17/Jun/20 10:20,17/Jun/20 12:52,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New Jira/IMt certificates for Litgrid.,SMXBID-1943,96982,Resolved,Minor,Done,16/Jun/20 17:42,17/Jun/20 09:59,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,E-mail communication after XBID Maintenance,SMXBID-1942,96980,Closed,Minor,Resolved,16/Jun/20 17:09,18/Jun/20 13:29,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,OCC release in PROD,SMXBID-1941,96890,Closed,Minor,Resolved,15/Jun/20 10:56,29/Mar/21 10:37,,,,,,,Information Request,ub113,XBID-ServiceDesk,,
Customer Service Request,CMM & SM Prod - Certificate renewal,SMXBID-1940,96881,Resolved,Trivial,Done,15/Jun/20 08:56,16/Jun/20 15:09,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Alarm Tilt Notifications - Incident Committee invites,SMXBID-1939,96880,Closed,Minor,Done,14/Jun/20 03:04,23/Jun/20 14:47,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,New account request - 2,SMXBID-1937,96819,Closed,Trivial,Resolved,11/Jun/20 08:45,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New account request - 1,SMXBID-1936,96818,Closed,Trivial,Resolved,11/Jun/20 08:44,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Maintenance,SIDC - PROD -  Secondary Data-Center Yearly Maintenance,SMXBID-1933,96765,Closed,Minor,Done,10/Jun/20 12:13,27/Sep/20 15:47,,,,,,,Maintenance Notification,lw641,XBID-ServiceDesk,,
Customer Service Request,Service Request - AlarmTilt - OMIE - Cannot access platform from internal network,SMXBID-1931,96726,Resolved,Minor,Done,09/Jun/20 16:59,12/Jun/20 13:47,,,,,,,AlarmTilt Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Updated CMM certificate for Fingrid's user,SMXBID-1930,96694,Closed,Trivial,Done,09/Jun/20 09:21,11/Jun/20 12:58,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal,SMXBID-1929,96656,Closed,Trivial,Done,08/Jun/20 10:04,10/Jun/20 08:26,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Update of email address for notification in case of certifcate/password expiring,SMXBID-1928,96600,Resolved,Minor,Done,04/Jun/20 13:44,04/Jun/20 17:09,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Incident,Double publication of NSF files through sftp,SMXBID-1927,96510,Closed,Minor,Resolved,02/Jun/20 17:28,16/Jun/20 10:12,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID service desk certificate request,SMXBID-1926,96490,Resolved,Trivial,Done,02/Jun/20 14:03,03/Jun/20 13:16,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Password reset for two accounts of CMM-Prod1,SMXBID-1925,96483,Closed,Minor,Resolved,02/Jun/20 11:14,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,Minor Incident - JIRA/IMT - OMIE - Cannot access platform,SMXBID-1924,96461,Closed,Minor,Resolved,01/Jun/20 17:53,02/Jun/20 16:24,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Account locked CCM of prod environment,SMXBID-1923,96454,Resolved,Minor,Done,01/Jun/20 14:04,01/Jun/20 14:28,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Change,XBID PROD SM file generation time,SMXBID-1922,96442,Closed,Minor,Rejected,01/Jun/20 07:55,01/Jun/20 09:40,,,,,,,Configuration Changes,yn731,XBID-ServiceDesk,,
Incident,RabbitMQ primary node,SMXBID-1921,96437,Resolved,Minor,Fixed,30/May/20 19:03,25/Aug/20 15:56,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Addition of new Source IPs for sftp access for CROPEX,SMXBID-1920,96419,Closed,Minor,Done,29/May/20 11:44,08/Jul/20 13:58,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,TTN Testing of triggering the ICCC,SMXBID-1917,96401,Closed,Major,Resolved,29/May/20 10:00,29/May/20 10:12,,,,,,, Minor Incident,ub113,Escalated,XBID-ServiceDesk,
Customer Service Request,test ticket 3  ,SMXBID-1916,96380,Resolved,Minor,Resolved,28/May/20 13:44,29/May/20 11:57,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Incident,Test ticket 2 - disregard,SMXBID-1915,96377,Resolved,Minor,Resolved,28/May/20 13:37,29/May/20 11:57,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Test ticket - disregard,SMXBID-1914,96370,Resolved,Minor,Resolved,28/May/20 12:58,29/May/20 11:57,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,Please remove my mobile number from alarm list,SMXBID-1912,96363,Closed,Minor,Resolved,28/May/20 10:54,17/Jun/20 10:01,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID PROD SM certificate expiration,SMXBID-1911,96323,Closed,Minor,Done,27/May/20 13:43,04/Aug/20 10:08,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBDI PROD Cert Request for CMM, Litgrid",SMXBID-1910,96313,Resolved,Trivial,Done,27/May/20 12:12,28/May/20 12:42,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,JIRA account creation,SMXBID-1909,96277,Resolved,Minor,Done,27/May/20 10:14,29/May/20 11:21,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,SM PROD new certificates,SMXBID-1908,96197,Closed,Trivial,Done,26/May/20 14:54,26/May/20 16:08,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,IMT/ Jira access,SMXBID-1907,96150,Closed,Minor,Resolved,26/May/20 07:58,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,REN expired certificates to CMM and SM GUI environment,SMXBID-1906,96146,Closed,Trivial,Done,25/May/20 18:31,27/May/20 09:13,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Account Unlock,SMXBID-1905,96144,Closed,Minor,Declined,25/May/20 17:49,26/May/20 11:01,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,New Certificate EPQJVEN2 for XBID CMM Prod,SMXBID-1904,96128,Closed,Trivial,Done,25/May/20 14:39,26/May/20 11:23,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,certificate expiring and new users,SMXBID-1903,96125,Closed,Minor,Resolved,25/May/20 14:21,29/Mar/21 10:37,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,new JIRA certificate for existing account,SMXBID-1902,95995,Resolved,Trivial,Done,21/May/20 19:22,22/May/20 10:33,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,certificate expiry,SMXBID-1901,95961,Resolved,Minor,Done,20/May/20 15:53,22/May/20 09:09,,,,,JAO,,New Account & Certificate Requests,yn731,,,
Customer Service Request,"XBID IMT Cert Request for it-kontroll@svk.se, Svenska Kraftnät",SMXBID-1900,95963,Resolved,Trivial,Done,20/May/20 16:54,21/May/20 15:28,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Change,test,SMXBID-1899,95957,Closed,Minor,Declined,20/May/20 15:33,20/May/20 15:34,,,,,,,,yq577,XBID-ServiceDesk,,
Customer Service Request,XBID's certificate expiration summary.,SMXBID-1898,95876,Closed,Minor,Resolved,19/May/20 16:04,29/Mar/21 10:37,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,certificate expiring + new users,SMXBID-1897,95821,Resolved,Minor,Declined,19/May/20 08:40,08/Jun/20 09:39,,,,,,,,yn731,,,
Customer Service Request,"XBID IMT Cert Requet for xbid@svk.se, Svenska Kraftnät",SMXBID-1896,95826,Resolved,Trivial,Done,19/May/20 10:05,20/May/20 08:55,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Password Expiry Summary,SMXBID-1895,95812,Closed,Minor,Resolved,18/May/20 17:25,26/May/20 11:01,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,JIRA account locked,SMXBID-1894,95806,Resolved,Minor,Resolved,18/May/20 15:22,18/May/20 15:30,,,,,,,Password Reset & Account Unlock,tj898,XBID-ServiceDesk,,
Customer Service Request,XBID's Password expiry summary,SMXBID-1893,95796,Closed,Minor,Resolved,18/May/20 12:26,01/Jul/20 16:44,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,SLA Performance report for March 2020 - clarifications ,SMXBID-1892,95787,Closed,Minor,Resolved,18/May/20 10:57,18/Jun/20 14:28,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,1x JIRA account for RTE ,SMXBID-1891,95736,Resolved,Trivial,Done,14/May/20 21:35,15/May/20 16:42,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,CTPA connection issue,SMXBID-1890,95699,Closed,Minor,Resolved,13/May/20 16:36,14/May/20 08:24,,,,,,, Minor Incident,,XBID-ServiceDesk,,
Customer Service Request,User Certificate expiration,SMXBID-1889,95607,Closed,Trivial,Done,13/May/20 09:17,14/May/20 09:21,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,IMT Certificate Renewal for User jefeturno@ree.es,SMXBID-1888,95600,Resolved,Trivial,Done,13/May/20 05:16,15/May/20 16:09,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,API user will be locked out and pwd revoked every night in PROD,SMXBID-1887,95555,Closed,Minor,Not a Bug,12/May/20 10:54,08/Jun/20 09:48,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Paswortreset ,SMXBID-1886,95489,Closed,Minor,Resolved,08/May/20 09:39,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Interaction between upcoming maintenances (Q&A),SMXBID-1885,95469,Closed,Minor,Resolved,07/May/20 14:36,17/Jun/20 09:47,,,,,,,Information Request,ub113,XBID-ServiceDesk,,
Incident,Password reset email not recieved,SMXBID-1884,95454,Closed,Minor,Done,07/May/20 13:17,11/May/20 17:10,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,CMM accout reset password,SMXBID-1883,95452,Closed,Minor,Rejected,07/May/20 12:56,07/May/20 14:50,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,IMT user account for XBID PMO,SMXBID-1882,95421,Closed,Trivial,Done,06/May/20 14:57,07/May/20 17:03,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,APG - New JIRA/IMT User request,SMXBID-1880,95365,Closed,Trivial,Done,05/May/20 16:58,07/May/20 10:14,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Reactivation of Deutsche Börse CMM accounts,SMXBID-1879,95350,Resolved,Minor,Resolved,05/May/20 12:34,05/May/20 13:04,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Incident,XBID & M/ disconnection 29/04/2020,SMXBID-1878,95306,Resolved,Minor,Resolved,04/May/20 14:50,05/May/20 12:32,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Blocked passwords for user ESOADM01 for SM,SMXBID-1877,95290,Resolved,Minor,Done,04/May/20 10:49,04/May/20 13:03,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,IMT/JIRA web certificate expired since May 2nd,SMXBID-1876,95288,Closed,Minor,Resolved,04/May/20 10:02,03/Jun/20 09:32,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Blocked passwords for user ESOADM01 for SM,SMXBID-1874,95119,Resolved,Minor,Done,29/Apr/20 07:47,29/Apr/20 08:44,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Prod Users password reset,SMXBID-1873,95070,Closed,Minor,Done,28/Apr/20 17:51,29/Apr/20 09:46,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,XBID PROD: Critical vulnerability on HP servers,SMXBID-1872,95031,Closed,Minor,Resolved,27/Apr/20 17:06,02/Jun/20 11:16,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Prod cert request,SMXBID-1871,94990,Closed,Trivial,Done,27/Apr/20 10:29,27/Apr/20 11:39,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Set default sharing option to “XBID-ALL” for incidents ,SMXBID-1870,94969,Closed,Minor,Resolved,26/Apr/20 20:01,05/May/20 09:32,,,,,,,XBID Service Desk (IMT) Questions & Issues,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID's Password expiry summary,SMXBID-1869,94826,Resolved,Minor,Done,22/Apr/20 14:28,22/Apr/20 16:36,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Blocked passwords for user ESOADM01 for CMM,SMXBID-1867,94724,Resolved,Minor,Resolved,21/Apr/20 09:07,21/Apr/20 12:24,,,,,,,Password Reset & Account Unlock,yq577,XBID-ServiceDesk,,
Customer Service Request,Password expiry of OTEWS001,SMXBID-1866,94722,Resolved,Minor,Resolved,21/Apr/20 08:56,24/Jul/20 17:14,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,New Certificates required,SMXBID-1865,94710,Closed,Trivial,Done,20/Apr/20 15:27,21/Apr/20 11:03,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Our certificate xbcute-cmi@xbid.deutsche-boerse.com and xbcute-spm@xbid.deutsche-boerse.com have expired,SMXBID-1864,94656,Resolved,Trivial,Not a Bug,19/Apr/20 22:43,18/May/20 13:03,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM, explicit participant PETROL",SMXBID-1863,94655,Resolved,Trivial,Resolved,19/Apr/20 09:30,07/May/20 08:42,,,,,,,New Account & Certificate Requests,yq577,XBID-ServiceDesk,,
Customer Service Request,"JOC 21/04 13.30-14h (SF, APs, Minutes) ",SMXBID-1862,94614,Closed,Minor,Done,16/Apr/20 18:52,16/Jul/20 09:20,,,,,,,Joint Operational Coordination,yn731,XBID-ServiceDesk,,
Customer Service Request,"IDS monthly reports review for 12/2019, 1/2020 & 2/2020",SMXBID-1861,94610,Closed,Minor,Resolved,16/Apr/20 16:57,18/May/20 12:54,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,New SOB & SM certificates for new accounts required,SMXBID-1860,94591,Resolved,Trivial,Done,16/Apr/20 12:01,17/Apr/20 09:09,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,XBID ComTrade,SMXBID-1859,94568,Closed,Minor,Done,15/Apr/20 17:15,17/Aug/20 14:12,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID PROD certificate has expired on April 6th,SMXBID-1858,94539,Closed,Trivial,Done,15/Apr/20 12:43,16/Apr/20 11:29,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificates renewal CMM Prod users,SMXBID-1857,94496,Closed,Trivial,Resolved,14/Apr/20 18:02,17/Apr/20 08:52,,,,,,,New Account & Certificate Requests,yq577,XBID-ServiceDesk,,
Customer Service Request,It seems AlarmTilt is not working,SMXBID-1856,94471,Closed,Minor,Done,14/Apr/20 10:40,07/Jul/20 10:04,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID SSL certificates to be renewed by 12/2020,SMXBID-1855,94454,Resolved,Minor,Resolved,10/Apr/20 14:03,13/May/21 08:02,,,,,,,Information Request,yn731,JOC,XBID-ServiceDesk,
Customer Service Request,APG- Existing Certifiacte,SMXBID-1853,94447,Resolved,Trivial,Done,09/Apr/20 16:48,16/Apr/20 11:16,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,unlocked account XBRTE101 for CMM PROD,SMXBID-1852,94438,Resolved,Minor,Done,09/Apr/20 14:20,09/Apr/20 15:05,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,ATC and Activity report ,SMXBID-1850,94411,Resolved,Minor,Resolved,09/Apr/20 10:13,18/Sep/20 15:43,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,expiring certificates CMM Prod for XBRTE100 and XBRTE101,SMXBID-1849,94386,Resolved,Trivial,Done,08/Apr/20 15:34,09/Apr/20 09:52,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,SOB and SM user certificate expires soon,SMXBID-1848,94340,Closed,Trivial,Done,08/Apr/20 08:53,08/Apr/20 13:47,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,IMT and JIRA account,SMXBID-1847,94338,Resolved,Trivial,Done,08/Apr/20 08:14,09/Apr/20 15:37,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Unwanted password reset for XBID-SOB PROD admin user,SMXBID-1845,94291,Closed,Minor,Resolved,07/Apr/20 12:46,07/Apr/20 12:58,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Incident,Missing reports in SOB WebGui,SMXBID-1844,94288,Closed,Minor,Resolved,07/Apr/20 12:04,17/Apr/20 09:44,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Additinal mobile phone number on the distribution list,SMXBID-1843,94287,Resolved,Minor,Done,07/Apr/20 11:46,07/Apr/20 12:20,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Problem,OMIE’s LTS experienced an AMQP connection error with XBID system node1,SMXBID-1842,94248,Closed,Minor,Resolved,06/Apr/20 14:44,28/May/20 10:52,,,,,,,Report a problem or bug,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (IMT),(OTE) ",SMXBID-1841,94242,Closed,Trivial,Done,06/Apr/20 14:01,07/Apr/20 13:21,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,New user for EMCO needed,SMXBID-1840,94237,Resolved,Trivial,Done,06/Apr/20 13:11,07/Apr/20 13:08,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,XBID CMM did not accept the CAS file from APG for the delivery day 05.04.2020,SMXBID-1838,94208,Closed,Major,Resolved,04/Apr/20 22:52,04/Apr/20 23:11,,,,,,,Critical Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,12x-0000001848-D has not been allocated,SMXBID-1837,94206,Closed,Minor,Resolved,04/Apr/20 07:39,29/Mar/21 10:37,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,unlocked account XBRTE004 for CMM,SMXBID-1835,94203,Resolved,Minor,Resolved,03/Apr/20 18:18,06/Apr/20 11:57,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,"JOC 07/04 13.30-14h (SF, APs, Minutes) ",SMXBID-1834,94141,Closed,Minor,,02/Apr/20 16:58,,,,,,,,Joint Operational Coordination,lw641,XBID-ServiceDesk,,
Customer Service Request,Please create JIRA account for Michał Serafin,SMXBID-1833,93974,Resolved,Trivial,Done,31/Mar/20 16:00,01/Apr/20 12:21,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Maintenance,SIDC - PROD - Maintenance Notification for DBAG Energy JIRA Applications,SMXBID-1832,93966,Closed,Minor,Resolved,31/Mar/20 14:27,09/Apr/20 08:24,,,,,,,Maintenance Notification,yq577,XBID-ServiceDesk,,
Customer Service Request,unlocked account XBRTE101 for CMM PROD,SMXBID-1831,93957,Resolved,Minor,Resolved,31/Mar/20 11:02,03/Apr/20 09:26,,,,,,,Password Reset & Account Unlock,yq577,XBID-ServiceDesk,,
Customer Service Request,Password issue with CCM of prod environment,SMXBID-1830,93950,Closed,Minor,Resolved,31/Mar/20 09:51,31/Mar/20 10:53,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,Password Reset for Karol Nicia,SMXBID-1829,93946,Resolved,Minor,Done,31/Mar/20 08:56,31/Mar/20 15:36,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Blocked passwords for user ESOADM01 for CMM,SMXBID-1828,93895,Closed,Minor,Resolved,29/Mar/20 13:30,31/Mar/20 09:41,,,,,,,Password Reset & Account Unlock,yq577,XBID-ServiceDesk,,
Customer Service Request,SOB & SM new EPEX user certificates required,SMXBID-1827,93844,Resolved,Trivial,Done,27/Mar/20 12:32,27/Mar/20 16:28,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Test of new Transport new files PCF and PCC via SCP leased Line in PROD,SMXBID-1826,93828,Closed,Minor,Duplicate,27/Mar/20 10:16,27/Mar/20 10:25,,,,,,,XBID Service Desk (IMT) Questions & Issues,yn731,XBID-ServiceDesk,,
Customer Service Request,Email communication non-production after new certificate for congestion-test@tennet-capacities.eu ,SMXBID-1824,93817,Closed,Trivial,Rejected,26/Mar/20 16:05,30/Mar/20 10:03,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Lost orders,SMXBID-1823,93773,Closed,Minor,Done,26/Mar/20 09:20,26/May/20 11:02,,,,,,,Request for Historical or Archival Data,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID's certificate expiration summary.,SMXBID-1822,93760,Closed,Minor,Done,25/Mar/20 16:59,19/May/20 16:07,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,PROD users CMM explicit participant certificate,SMXBID-1821,93746,Resolved,Trivial,Done,25/Mar/20 10:54,25/Mar/20 17:21,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID's Password expiry summary,SMXBID-1820,93720,Closed,Minor,Done,25/Mar/20 08:53,18/May/20 12:29,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,PROD - SM - Reset Password for Super Admin user,SMXBID-1819,93692,Closed,Minor,Rejected,24/Mar/20 12:50,24/Mar/20 14:44,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request, New certificate for username XBFINVA1,SMXBID-1818,93668,Closed,Trivial,Resolved,23/Mar/20 15:38,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request, New certificate for username XBFINVA2,SMXBID-1817,93661,Closed,Trivial,Resolved,23/Mar/20 14:56,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"JOC 24/3 13:30-14h (SF, APs, Minutes) ",SMXBID-1816,93580,Closed,Minor,Done,19/Mar/20 17:51,06/Apr/20 14:28,,,,,,,Joint Operational Coordination,lw641,XBID-ServiceDesk,,
Change,XBID leased lines decom.,SMXBID-1815,93495,Closed,Minor,Resolved,18/Mar/20 09:50,24/Mar/20 09:59,,,21/Mar/20 12:00,21/Mar/20 08:00,,,Configuration Changes,yq577,XBID-ServiceDesk,,
Customer Service Request,Locked JIRA Account,SMXBID-1814,93494,Resolved,Minor,Resolved,18/Mar/20 09:15,18/Mar/20 10:14,,,,,,,Password Reset & Account Unlock,tj898,XBID-ServiceDesk,,
Customer Service Request,Request reset user password,SMXBID-1811,93384,Resolved,Minor,Rejected,16/Mar/20 04:31,16/Mar/20 08:59,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,please create JIRA account for Thomas Grevel,SMXBID-1810,93368,Closed,Minor,Resolved,13/Mar/20 15:06,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,please create JIRA account for Krister Linnanheimo,SMXBID-1809,93367,Closed,Minor,Resolved,13/Mar/20 15:02,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificates and Passwords expiration distribution list March 2020,SMXBID-1808,93324,Closed,Trivial,Resolved,12/Mar/20 15:08,20/Mar/20 09:35,,,,,,,New Account & Certificate Requests,yq577,XBID-ServiceDesk,,
Customer Service Request,Please create a sFTP access for TSO/NEMO name,SMXBID-1807,93305,Closed,Minor,Rejected,12/Mar/20 12:44,12/Mar/20 13:31,,,,,,,New Account & Certificate Requests,yq577,XBID-ServiceDesk,,
Customer Service Request,XBID: Constraints of Service Time - Ticket Overview,SMXBID-1806,93248,Closed,Major,Resolved,11/Mar/20 16:51,23/Apr/20 13:08,,,,,,,Joint Operational Coordination,ub113,XBID-ServiceDesk,,
Customer Service Request,sFTP access,SMXBID-1805,93143,Closed,Trivial,Rejected,10/Mar/20 17:23,13/Mar/20 16:32,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Access to tickets shared with XBID-ALL,SMXBID-1804,93093,Resolved,Minor,Done,10/Mar/20 11:08,10/Mar/20 11:37,,,,,,,XBID Service Desk (IMT) Questions & Issues,yn731,XBID-ServiceDesk,,
Customer Service Request,Account unlock JIRA,SMXBID-1803,93079,Closed,Minor,Done,10/Mar/20 10:18,10/Mar/20 10:44,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Question related to Shipping Module Timeseries Creation,SMXBID-1802,93051,Closed,Minor,Not a Bug,09/Mar/20 15:50,24/Mar/20 10:29,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,"new certificates Maintenance needed to replace SSL certificate; March 9th",SMXBID-1801,93016,Closed,Trivial,Done,09/Mar/20 11:06,10/Mar/20 09:52,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
