region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 3,72,68,Married,26,59,High school degree,36,Yes,Female,2,Yes,Yes,Yes,Yes,58.65,24,38.2,20.25,48.85,4219.1,1818,2706.6,1335,3401.6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.07158757509948,3.17805383034795,3.64283551561253,3.00815479355255,3.88875437848879,4.07753744390572,Total service,No
Zone 3,53,38,Married,15,20,Some college,6,No,Female,4,No,No,Yes,Yes,12.05,0,0,10.75,20.25,547.05,0,0,545,1048.4,Yes,No,No,Yes,No,Yes,Yes,No,Yes,2.48906465993666, , ,2.37490575457367,3.00815479355255,2.99573227355399,E-service,No
Zone 3,20,51,Married,11,27,College degree,6,No,Male,3,Yes,No,Yes,No,9.05,24.75,0,11.5,0,182.95,490.25,0,215,0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,2.20276475771183,3.2088254890147, ,2.4423470353692, ,3.29583686600433,Plus service,No
Zone 2,70,35,Married,4,48,High school degree,9,No,Male,3,No,No,Yes,No,43.6,0,0,30,0,3040.8,0,0,2020,0,Yes,No,No,No,No,No,No,Yes,No,3.77505715035499, , ,3.40119738166216, ,3.87120101090789,E-service,No
Zone 3,32,47,Unmarried,25,135,High school degree,6,No,Female,1,No,No,No,No,10.5,0,0,0,0,353,0,0,0,0,No,No,No,Yes,No,No,No,No,No,2.35137525716348, , , , ,4.90527477843843,Basic service,No
Zone 2,61,52,Married,23,19,Did not complete high school,0,No,Male,2,Yes,Yes,Yes,No,18.2,24.75,29.95,9.25,0,1037.65,1568.4,1758.4,570,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.90142159408275,3.2088254890147,3.39952932456146,2.22462355152433, ,2.94443897916644,Plus service,Yes
Zone 1,24,25,Married,3,28,College degree,0,No,Male,3,No,Yes,Yes,Yes,10.6,0,40.4,25.25,23.4,267.3,0,920.15,530,533.85,Yes,No,Yes,Yes,No,No,No,No,Yes,2.36085400111802, ,3.6988297849671,3.22882615572137,3.15273602236366,3.3322045101752,E-service,No
Zone 2,56,61,Married,14,12,Did not complete high school,16,Yes,Female,2,No,No,Yes,No,16.85,0,0,11.25,0,881.65,0,0,595,0,No,No,No,No,No,No,No,No,No,2.82435065679837, , ,2.42036812865043, ,2.484906649788,Basic service,No
Zone 3,54,59,Unmarried,28,28,High school degree,15,No,Male,1,No,Yes,Yes,Yes,10.7,0,31.65,5.25,19.05,638.55,0,1717.7,290,894.1,Yes,No,No,Yes,Yes,No,No,Yes,No,2.37024374146786, ,3.45473814859019,1.65822807660353,2.94706710157271,3.3322045101752,E-service,No
Zone 3,43,38,Married,7,18,Some college,8,No,Female,3,No,Yes,No,Yes,9.4,0,39.55,0,29.4,411.15,0,1758.7,0,1159.3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2.24070968927596, ,3.67756569421366, ,3.38099467434464,2.89037175789616,Total service,No
Zone 1,19,35,Unmarried,7,58,Some college,5,No,Female,1,Yes,Yes,Yes,Yes,3.65,37,40.3,21.25,43.05,65.15,690.85,742.95,385,741.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.2947271675944,3.61091791264422,3.69635146895264,3.05635689537043,3.76236223087374,4.06044301054642,Total service,Yes
Zone 3,5,43,Unmarried,16,72,Some college,17,No,Female,1,Yes,No,Yes,No,5.55,15.75,0,6.5,0,23.9,62.25,0,25,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.71379792775834,2.75684036527164, ,1.87180217690159, ,4.27666611901606,Plus service,No
Zone 1,24,61,Married,6,112,College degree,3,No,Female,4,No,No,Yes,No,8.2,0,0,11,0,210.25,0,0,265,0,No,No,No,Yes,No,No,No,No,Yes,2.10413415427021, , ,2.39789527279837, ,4.71849887129509,Basic service,Yes
Zone 3,62,35,Married,2,28,High school degree,8,No,Female,2,No,No,Yes,No,18.45,0,0,19,0,1152.7,0,0,1150,0,Yes,No,No,No,No,No,No,No,No,2.91506437048654, , ,2.94443897916644, ,3.3322045101752,E-service,No
Zone 2,14,40,Unmarried,13,398,Post-undergraduate degree,11,No,Female,1,Yes,Yes,Yes,Yes,6.4,18,43.1,23.75,47.7,71,259,597.8,295,644.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.85629799036563,2.89037175789616,3.7635229971097,3.16758253048065,3.8649313978943,5.98645200528444,Total service,Yes
Zone 3,60,48,Married,22,106,Some college,21,No,Female,3,Yes,No,Yes,Yes,13.05,44.25,0,17,69.55,760.95,2601.85,0,1050,4154.55,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.5687881337687,3.78985537145394, ,2.83321334405622,4.24204591836945,4.66343909411207,Total service,No
Zone 2,30,74,Married,12,10,Did not complete high school,3,Yes,Female,2,Yes,No,Yes,No,7.25,30.25,0,17.25,0,225.3,906,0,585,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.98100146886658,3.40949618447685, ,2.84781214347737, ,2.30258509299405,Plus service,No
Zone 1,40,42,Married,16,108,Some college,17,No,Male,4,No,Yes,No,No,4.95,0,29.7,0,0,205.65,0,1151.35,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.5993875765806, ,3.39114704580865, , ,4.68213122712422,E-service,Yes
Zone 2,42,50,Married,17,85,High school degree,15,No,Female,4,No,No,Yes,No,14.3,0,0,11.5,0,567.95,0,0,485,0,No,No,No,No,No,No,No,No,No,2.66025953726586, , ,2.4423470353692, ,4.44265125649032,Basic service,No
Zone 1,20,34,Unmarried,14,51,Some college,9,No,Female,1,No,No,No,No,5.65,0,0,0,0,126.4,0,0,0,0,Yes,No,No,Yes,No,No,No,No,No,1.73165554515835, , , , ,3.93182563272433,E-service,Yes
Zone 1,4,22,Married,1,22,High school degree,2,No,Female,3,No,No,Yes,No,2.25,0,0,23.5,0,8,0,0,85,0,No,No,No,No,Yes,No,Yes,Yes,No,.810930216216329, , ,3.15700042115011, ,3.09104245335832,Plus service,No
Zone 2,44,49,Married,2,66,High school degree,8,No,Female,4,Yes,No,Yes,Yes,4.25,43.25,0,38.75,39.55,184.9,1980.05,0,1655,1655.9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.44691898293633,3.76699723337789, ,3.65713075579936,3.67756569421366,4.18965474202643,Total service,No
Zone 3,49,63,Unmarried,18,10,High school degree,2,Yes,Male,1,Yes,No,Yes,No,13.9,33.25,0,12.75,0,668.95,1624.6,0,615,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.63188884013665,3.50405476710186, ,2.54553127160444, ,2.30258509299405,Plus service,No
Zone 3,5,36,Married,2,34,Did not complete high school,4,No,Female,2,Yes,No,No,No,3.5,19.5,0,0,0,14.2,105.9,0,0,0,No,No,No,No,Yes,No,Yes,Yes,No,1.25276296849537,2.9704144655697, , , ,3.52636052461616,Plus service,Yes
Zone 3,70,50,Married,29,67,Did not complete high school,22,No,Male,4,No,No,Yes,No,51.9,0,0,15.75,0,3438.4,0,0,1075,0,Yes,No,No,No,No,No,No,No,No,3.94931879017184, , ,2.75684036527164, ,4.20469261939097,E-service,No
Zone 1,30,57,Married,16,19,Did not complete high school,1,No,Male,4,No,No,Yes,No,7.25,0,0,8.5,0,200.1,0,0,285,0,No,No,No,No,No,No,No,No,No,1.98100146886658, , ,2.14006616349627, ,2.94443897916644,Basic service,Yes
Zone 2,28,48,Unmarried,20,128,College degree,4,No,Female,1,Yes,Yes,Yes,Yes,10,20.75,53.6,26.5,55.3,313.05,590.9,1481.35,710,1424.2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.30258509299405,3.03254624667671,3.98154906807676,3.27714473299218,4.01277290852829,4.85203026391962,Total service,Yes
Zone 1,5,28,Married,3,39,Post-undergraduate degree,1,No,Male,6,Yes,Yes,Yes,Yes,4.7,24.25,44.65,16.5,32.5,30.75,131.9,184.25,60,106.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.54756250871601,3.18841661738349,3.79885430732251,2.80336038090653,3.48124008933569,3.66356164612965,Total service,No
Zone 2,27,35,Unmarried,12,56,Did not complete high school,3,No,Female,1,Yes,Yes,Yes,Yes,8.25,32.5,35.65,11,33.85,202.55,897.95,903.25,205,805.95,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.11021320034659,3.48124008933569,3.57374914686031,2.39789527279837,3.52193899935828,4.02535169073515,Total service,No
Zone 2,17,39,Unmarried,12,45,College degree,10,No,Female,1,No,Yes,No,No,8.65,0,28.95,0,0,133.1,0,450.2,0,0,No,No,No,No,No,No,No,No,Yes,2.15755932094379, ,3.365570204019, , ,3.80666248977032,Basic service,Yes
Zone 1,4,37,Married,8,25,Did not complete high school,1,No,Female,5,No,No,No,No,2.5,0,0,0,0,9.15,0,0,0,0,No,No,No,No,No,No,No,No,No,.916290731874155, , , , ,3.2188758248682,Basic service,No
Zone 1,30,23,Married,0,24,High school degree,1,No,Female,4,Yes,No,No,No,13.35,22.5,0,0,0,397.4,636.35,0,0,0,No,No,No,Yes,Yes,Yes,No,Yes,No,2.59151638484626,3.11351530921037, , , ,3.17805383034795,Plus service,No
Zone 3,71,40,Married,19,53,College degree,14,No,Female,2,Yes,No,Yes,Yes,10.15,40,0,27.75,38.35,781.7,2912.3,0,2030,2590.65,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2.3174737054878,3.68887945411394, ,3.32323584019244,3.64675452781327,3.97029191355212,Total service,No
Zone 3,67,77,Unmarried,55,49,Did not complete high school,45,Yes,Female,1,No,No,Yes,No,25.35,0,0,26.75,0,1692,0,0,1755,0,No,No,No,No,No,Yes,No,No,No,3.23277873003719, , ,3.28653447334202, ,3.89182029811063,Basic service,No
Zone 3,24,48,Married,3,38,Did not complete high school,16,No,Female,2,No,No,Yes,No,5.55,0,0,11.25,0,133.4,0,0,265,0,No,No,No,No,No,No,No,No,No,1.71379792775834, , ,2.42036812865043, ,3.63758615972639,Basic service,No
Zone 1,24,54,Married,7,84,Some college,10,No,Female,2,No,Yes,Yes,No,11.45,0,28.7,10.5,0,288.05,0,675.4,220,0,No,No,No,Yes,No,No,No,No,Yes,2.43798973000025, ,3.35689712276558,2.35137525716348, ,4.43081679884331,Basic service,Yes
Zone 2,59,54,Unmarried,32,126,Did not complete high school,22,No,Female,1,Yes,No,Yes,No,13.6,28.75,0,11.75,0,796.4,1625.1,0,660,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.61006979274201,3.35863776724336, ,2.46385324059017, ,4.83628190695148,Plus service,No
Zone 3,59,32,Unmarried,9,73,College degree,5,No,Male,1,Yes,No,Yes,No,29.2,21.5,0,12.75,0,1726.6,1231.9,0,655,0,Yes,No,No,No,Yes,Yes,No,No,Yes,3.37416870927424,3.06805293513362, ,2.54553127160444, ,4.29045944114839,E-service,Yes
Zone 3,44,37,Married,1,41,College degree,8,No,Female,6,No,No,No,No,9.15,0,0,0,0,387.95,0,0,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.21375387928743, , , , ,3.71357206670431,E-service,No
Zone 1,19,31,Married,0,22,College degree,2,No,Male,3,No,No,No,No,4.85,0,0,0,0,88.9,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.57897870494939, , , , ,3.09104245335832,E-service,Yes
Zone 2,58,46,Married,23,23,Did not complete high school,2,No,Female,2,No,Yes,Yes,No,11.1,0,25.6,10.5,0,620.75,0,1471.4,625,0,No,No,No,Yes,No,No,No,No,No,2.40694510831829, ,3.24259235148552,2.35137525716348, ,3.13549421592915,Basic service,No
Zone 1,41,53,Married,22,94,High school degree,25,No,Male,2,No,No,Yes,No,12.65,0,0,11.75,0,488.15,0,0,500,0,Yes,No,No,No,No,No,No,Yes,No,2.53765721517353, , ,2.46385324059017, ,4.54329478227,E-service,No
Zone 2,16,33,Unmarried,1,30,Some college,7,No,Male,4,Yes,Yes,Yes,Yes,9.25,21,41.4,17.75,41,138.5,282.3,634.1,265,595.3,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.22462355152433,3.04452243772342,3.72328088083127,2.87638551592142,3.71357206670431,3.40119738166216,Plus service,Yes
Zone 3,13,36,Unmarried,11,31,High school degree,0,No,Male,1,No,No,No,No,2.3,0,0,0,0,30.5,0,0,0,0,No,No,No,No,No,No,No,Yes,No,.832909122935104, , , , ,3.43398720448515,Basic service,Yes
Zone 1,60,53,Unmarried,22,171,Did not complete high school,37,No,Female,1,Yes,No,Yes,No,9.9,31.75,0,18,0,608.65,1972.1,0,1070,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.29253475714054,3.4578927253387, ,2.89037175789616, ,5.14166355650266,Plus service,No
Zone 2,72,49,Married,23,102,Did not complete high school,27,No,Female,6,No,No,Yes,No,41.15,0,0,33.25,0,3098.55,0,0,2345,0,Yes,No,No,No,No,No,No,No,No,3.71722392712308, , ,3.50405476710186, ,4.62497281328427,E-service,No
Zone 2,33,39,Unmarried,17,27,College degree,3,No,Female,1,Yes,Yes,Yes,Yes,9.7,21.75,41.75,8.5,61.6,294.8,680.3,1342.05,255,2019.75,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,2.27212588550934,3.07961375753469,3.73169945129686,2.14006616349627,4.12066187053947,3.29583686600433,Total service,No
Zone 2,72,45,Married,25,98,College degree,20,No,Female,2,No,No,Yes,Yes,30.25,0,0,13.25,42.85,2182.65,0,0,900,2940.35,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.40949618447685, , ,2.58399755243223,3.75770564504379,4.58496747867057,Total service,No
Zone 1,66,54,Married,8,591,College degree,25,No,Female,2,Yes,Yes,Yes,Yes,25,34.25,45,16,53,1636.25,2242.55,2816.25,1005,3538.5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.2188758248682,3.53368656470823,3.80666248977032,2.77258872223978,3.97029191355212,6.3818160174061,Total service,No
Zone 3,53,37,Married,7,25,Did not complete high school,2,No,Female,6,Yes,No,Yes,No,5.4,52,0,34,0,291.5,2794.95,0,1660,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.68639895357023,3.95124371858143, ,3.52636052461616, ,3.2188758248682,Plus service,No
Zone 2,22,28,Married,0,36,College degree,0,No,Male,4,Yes,Yes,Yes,Yes,9.7,21.5,39.9,9.5,42.9,220.75,480.1,857.2,175,883.2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.27212588550934,3.06805293513362,3.68637632389582,2.2512917986065,3.75887182593397,3.58351893845611,Total service,No
Zone 2,14,26,Married,1,25,High school degree,0,No,Female,3,No,No,No,No,4.4,0,0,0,0,71.2,0,0,0,0,No,No,No,No,Yes,No,Yes,No,No,1.48160454092422, , , , ,3.2188758248682,Plus service,No
Zone 1,52,49,Unmarried,18,69,High school degree,13,No,Female,2,No,No,Yes,Yes,18.35,0,0,19,34.5,893.25,0,0,935,1711.7,No,No,No,No,Yes,Yes,Yes,Yes,No,2.90962957450058, , ,2.94443897916644,3.54095932403731,4.23410650459726,Plus service,No
Zone 3,33,30,Married,5,22,Did not complete high school,0,No,Male,2,Yes,No,Yes,Yes,5.55,33.75,0,37.25,30,211.05,1129.25,0,1215,946.8,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.71379792775834,3.51898041731854, ,3.61765194482557,3.40119738166216,3.09104245335832,Plus service,No
Zone 3,72,66,Unmarried,26,67,High school degree,37,Yes,Female,1,Yes,No,Yes,No,39.1,65,0,39.75,0,2743.65,4748.45,0,2830,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.66612246699132,4.17438726989564, ,3.68260984110034, ,4.20469261939097,Plus service,No
Zone 1,40,40,Married,3,73,College degree,12,No,Female,4,No,No,Yes,Yes,10,0,0,14,27.15,376.6,0,0,555,1035.5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.30258509299405, , ,2.63905732961526,3.30137704637994,4.29045944114839,Plus service,Yes
Zone 2,29,26,Unmarried,1,22,College degree,2,No,Female,1,No,Yes,Yes,Yes,6.1,0,47,24.25,35.55,175.3,0,1265.65,710,965.9,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.80828877117927, ,3.85014760171006,3.18841661738349,3.57094015624925,3.09104245335832,Total service,Yes
Zone 3,63,67,Unmarried,22,9,High school degree,12,Yes,Male,1,No,No,Yes,No,18.05,0,0,19,0,1140.2,0,0,1135,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.89314568477889, , ,2.94443897916644, ,2.19722457733622,Plus service,No
Zone 2,56,54,Unmarried,25,147,Some college,31,No,Female,1,Yes,Yes,Yes,Yes,12.7,24.5,39.05,24.25,34.2,763.1,1348.15,2108.1,1310,1848.85,Yes,No,Yes,Yes,Yes,No,No,No,Yes,2.54160199346455,3.19867311755068,3.66484287628569,3.18841661738349,3.53222564406856,4.99043258677874,E-service,No
Zone 3,60,50,Married,26,239,High school degree,19,No,Female,2,Yes,No,Yes,Yes,21.5,77.75,0,10.25,64.2,1377,4628.5,0,570,3756.15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.06805293513362,4.35349855105934, ,2.32727770558442,4.16200321069592,5.47646355193151,Total service,No
Zone 3,28,22,Married,3,23,Some college,1,No,Male,5,No,No,No,No,10.95,0,0,0,0,263.95,0,0,0,0,No,No,No,No,Yes,No,No,No,Yes,2.39333945626251, , , , ,3.13549421592915,Basic service,No
Zone 2,39,39,Unmarried,19,29,College degree,6,No,Male,1,No,No,Yes,No,5.95,0,0,21.25,0,227.85,0,0,835,0,Yes,No,No,Yes,No,No,No,Yes,No,1.78339121955754, , ,3.05635689537043, ,3.36729582998647,E-service,No
Zone 3,65,39,Married,18,32,High school degree,15,No,Male,4,No,No,Yes,No,21.1,0,0,9.75,0,1432.8,0,0,585,0,No,No,No,No,Yes,No,Yes,No,No,3.04927304048202, , ,2.27726728500976, ,3.46573590279973,Plus service,No
Zone 3,29,31,Unmarried,7,30,Some college,7,No,Female,1,Yes,No,Yes,No,7.6,33.75,0,14.5,0,240.85,937.85,0,395,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,2.02814824729229,3.51898041731854, ,2.67414864942653, ,3.40119738166216,Plus service,No
Zone 3,28,36,Unmarried,8,57,High school degree,13,No,Female,2,Yes,No,Yes,No,9.6,21.75,0,17.25,0,272.85,607.95,0,435,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.26176309847379,3.07961375753469, ,2.84781214347737, ,4.04305126783455,Plus service,No
Zone 1,2,18,Unmarried,0,20,High school degree,0,No,Male,1,Yes,No,Yes,Yes,3.75,22.25,0,23.5,27.1,4.45,44.65,0,15,25.65,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.32175583998232,3.10234200861225, ,3.15700042115011,3.29953372788566,2.99573227355399,Plus service,Yes
Zone 3,67,52,Unmarried,13,248,High school degree,20,No,Female,3,Yes,Yes,Yes,No,35.85,39.75,34.3,22.25,0,2368.9,2522.75,2170.85,1435,0,Yes,No,No,No,Yes,No,Yes,Yes,No,3.57934356704563,3.68260984110034,3.53514535417189,3.10234200861225, ,5.51342874616498,Plus service,No
Zone 3,5,35,Married,9,59,Some college,8,No,Female,5,Yes,Yes,Yes,Yes,3.1,18.5,37.9,22.75,26.4,21.45,114.8,140.35,120,109.6,No,No,Yes,Yes,Yes,Yes,No,No,Yes,1.1314021114911,2.91777073208428,3.63495111208838,3.12456514539696,3.27336401015227,4.07753744390572,Total service,No
Zone 3,48,35,Unmarried,10,24,High school degree,6,No,Male,1,Yes,No,Yes,No,16.95,43,0,28.5,0,874.45,2007.4,0,1270,0,No,No,No,No,Yes,No,Yes,Yes,No,2.83026783382646,3.76120011569356, ,3.3499040872746, ,3.17805383034795,Plus service,No
Zone 2,10,26,Married,4,25,Did not complete high school,4,No,Female,3,No,No,No,No,3.7,0,0,0,0,38.2,0,0,0,0,No,No,No,No,No,No,No,No,No,1.30833281965018, , , , ,3.2188758248682,Basic service,No
Zone 2,17,28,Unmarried,3,37,Some college,2,No,Female,1,No,No,No,No,5.5,0,0,0,0,84.25,0,0,0,0,Yes,No,No,No,No,No,Yes,Yes,No,1.70474809223843, , , , ,3.61091791264422,Plus service,Yes
Zone 1,21,24,Married,0,30,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,17.8,23.75,36.3,10.5,31.75,374.05,513.65,738.9,205,642.2,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2.87919845729804,3.16758253048065,3.5918177412708,2.35137525716348,3.4578927253387,3.40119738166216,Total service,No
Zone 2,25,51,Unmarried,9,66,College degree,13,No,Male,2,Yes,Yes,Yes,Yes,6.45,16.25,48.15,31,34.55,140.85,415.55,1202.65,790,828.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.86408013080768,2.78809290877575,3.87432113824413,3.43398720448515,3.54240755021368,4.18965474202643,Total service,No
Zone 3,44,31,Unmarried,8,16,Did not complete high school,3,No,Male,1,No,No,Yes,No,14.4,0,0,12,0,632.95,0,0,490,0,No,No,No,No,No,No,No,No,No,2.66722820658195, , ,2.484906649788, ,2.77258872223978,Basic service,Yes
Zone 2,59,49,Unmarried,28,429,College degree,23,No,Female,2,Yes,Yes,Yes,Yes,10.2,24.25,42.85,16,43.35,592.2,1524.8,2444.7,885,2450.9,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,2.32238772029023,3.18841661738349,3.75770564504379,2.77258872223978,3.76930670322655,6.06145691892802,Total service,Yes
Zone 2,11,26,Unmarried,7,20,High school degree,4,No,Male,1,No,No,No,No,6.95,0,0,0,0,84.05,0,0,0,0,No,No,No,No,No,No,No,No,No,1.9387416595767, , , , ,2.99573227355399,Basic service,No
Zone 2,50,68,Married,32,262,Some college,28,No,Male,2,Yes,Yes,Yes,Yes,12.4,20.5,40.8,18.25,25.15,601.1,993.65,2025.25,870,1217.35,No,No,No,Yes,Yes,No,Yes,Yes,Yes,2.51769647261099,3.02042488614436,3.70868208141012,2.9041650800285,3.22485789654575,5.5683445037611,Plus service,No
Zone 3,23,25,Married,2,28,Some college,1,No,Female,5,No,No,No,No,4.15,0,0,0,0,94.25,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.42310833424261, , , , ,3.3322045101752,E-service,No
Zone 1,17,19,Unmarried,0,18,High school degree,0,No,Female,2,No,Yes,No,No,7.1,0,24.95,0,0,120.35,0,401.8,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.96009478404727, ,3.21687382219753, , ,2.89037175789616,E-service,Yes
Zone 1,15,62,Married,3,144,Some college,21,No,Male,2,Yes,No,Yes,Yes,5.25,15.5,0,31.75,33.95,81.05,237.9,0,490,446.1,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.65822807660353,2.7408400239252, ,3.4578927253387,3.52488885400471,4.969813299576,Plus service,No
Zone 2,68,57,Married,38,33,Did not complete high school,9,No,Female,2,No,No,Yes,No,13.5,0,0,19,0,901,0,0,1240,0,Yes,No,No,No,No,No,No,No,No,2.60268968544438, , ,2.94443897916644, ,3.49650756146648,E-service,No
Zone 1,69,42,Married,23,19,Some college,0,No,Female,2,No,Yes,Yes,No,25.95,0,36.9,18.75,0,1812.15,0,2630.5,1270,0,No,No,No,Yes,No,No,No,No,Yes,3.2561716096119, ,3.60821155104648,2.93119375241642, ,2.94443897916644,Basic service,No
Zone 1,30,24,Married,3,30,Did not complete high school,7,No,Female,5,No,No,No,No,6.75,0,0,0,0,171.75,0,0,0,0,No,No,No,No,No,No,No,No,No,1.90954250488444, , , , ,3.40119738166216,Basic service,Yes
Zone 3,22,30,Unmarried,8,41,High school degree,8,No,Male,1,Yes,No,Yes,Yes,6.1,22.75,0,13.25,21.35,119.95,441.25,0,290,467.05,No,Yes,No,No,Yes,Yes,No,Yes,No,1.80828877117927,3.12456514539696, ,2.58399755243223,3.06105173967463,3.71357206670431,Plus service,No
Zone 2,10,20,Married,1,20,High school degree,0,No,Female,4,No,No,No,No,5.9,0,0,0,0,48.95,0,0,0,0,No,No,No,No,No,No,No,No,No,1.77495235091167, , , , ,2.99573227355399,Basic service,Yes
Zone 1,72,59,Married,12,65,Some college,21,No,Female,6,No,Yes,Yes,No,34.65,0,36.45,40.75,0,2519.3,0,2583.9,2910,0,Yes,No,No,No,Yes,No,No,No,No,3.54529772563591, ,3.59594145845467,3.70745583968687, ,4.17438726989564,E-service,No
Zone 2,34,24,Married,5,17,College degree,0,No,Female,2,No,No,Yes,No,15.25,0,0,4.75,0,522.45,0,0,150,0,No,No,No,No,Yes,No,No,Yes,No,2.72457950305342, , ,1.55814461804655, ,2.83321334405622,Plus service,No
Zone 2,43,49,Married,18,66,Did not complete high school,22,No,Male,4,No,No,Yes,No,8.6,0,0,20.75,0,376.7,0,0,875,0,Yes,No,No,No,No,Yes,No,Yes,No,2.15176220325946, , ,3.03254624667671, ,4.18965474202643,Plus service,No
Zone 3,31,37,Married,15,18,College degree,5,No,Male,3,Yes,Yes,Yes,Yes,5.2,19.5,47.25,15.75,39.8,151.7,611.1,1457.95,460,1170.3,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.64865862558738,2.9704144655697,3.85545265393975,2.75684036527164,3.68386691229039,2.89037175789616,Total service,No
Zone 2,6,27,Married,5,26,College degree,2,No,Male,5,Yes,No,No,No,5.6,12,0,0,0,30.35,72.5,0,0,0,No,No,No,No,No,No,No,No,No,1.7227665977411,2.484906649788, , , ,3.25809653802148,Basic service,Yes
Zone 2,48,42,Unmarried,21,46,College degree,4,No,Male,1,No,No,Yes,No,14.45,0,0,41.5,0,618.1,0,0,1935,0,No,No,No,No,No,Yes,Yes,No,No,2.67069441455844, , ,3.72569342723665, ,3.8286413964891,Plus service,No
Zone 2,50,25,Unmarried,6,19,Did not complete high school,5,No,Male,3,No,No,Yes,No,7.25,0,0,7.5,0,356.15,0,0,375,0,No,No,No,No,No,No,No,No,No,1.98100146886658, , ,2.01490302054226, ,2.94443897916644,Basic service,No
Zone 3,20,41,Married,19,58,High school degree,6,No,Female,2,No,No,No,No,5.25,0,0,0,0,98.2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.65822807660353, , , , ,4.06044301054642,E-service,No
Zone 3,61,73,Unmarried,10,25,Did not complete high school,21,Yes,Male,1,No,No,Yes,No,16.65,0,0,71,0,965.6,0,0,4350,0,No,No,No,No,No,No,No,No,No,2.81241021642645, , ,4.26267987704132, ,3.2188758248682,Basic service,No
Zone 2,6,21,Unmarried,0,15,High school degree,1,No,Female,1,No,No,No,No,3.65,0,0,0,0,19.4,0,0,0,0,No,No,No,No,No,No,No,No,No,1.2947271675944, , , , ,2.70805020110221,Basic service,No
Zone 2,1,22,Unmarried,2,35,High school degree,2,No,Male,1,No,No,No,No,1.65,0,0,0,0,1.65,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,.500775287912489, , , , ,3.55534806148941,Basic service,Yes
Zone 1,21,43,Unmarried,13,41,High school degree,1,No,Female,1,Yes,Yes,Yes,Yes,6.15,23.75,45.4,12.25,37.25,118.15,497.15,878.6,195,763.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.81645208181843,3.16758253048065,3.8155121050473,2.50552593699074,3.61765194482557,3.71357206670431,Total service,Yes
Zone 3,7,32,Unmarried,1,71,College degree,3,No,Male,2,Yes,Yes,No,Yes,3.6,15.25,41,0,28.05,19.1,122.1,245.65,0,157.15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.28093384546206,2.72457950305342,3.71357206670431, ,3.33398863196871,4.26267987704132,Total service,No
